(run1: eta=1.0000001; rho=0.0050000)
saving_rate,0.333452774260,0.318678953492,0.311111240533,0.305896301166,0.302593878084,0.301929310405,0.301323346321,0.300749967625,0.300229772689,0.299430137615,0.297950810423,0.296234336956,0.295827853997,0.295180402093,0.294411672481,0.293614063669,0.292873464825,0.292162810663,0.291559949907,0.290996986842,0.290462948555,0.289961069036,0.289496295123,0.289066369415,0.288664360646,0.288287795002,0.287935416925,0.287605916439,0.287295550513,0.287003815175,0.286733286913,0.286482749544,0.286248129460,0.286029024071,0.285824741518,0.285635425724,0.285459957544,0.285296730072,0.285149842263,0.285015178261,0.284891688501,0.284777432851,0.284672299239,0.284576054153,0.284487779229,0.284406246354,0.284331551610,0.284263174644,0.284199148406,0.284136626038,0.284070963959,0.284028259568,0.283990321699,0.283947948493,0.283907543438,0.283870277925,0.283835112249,0.283800139089,0.283766514318,0.283734693257,0.283704533743,0.283675738738,0.283647996884,0.283620937392,0.283594631076,0.283569104426,0.283544357057,0.283520392959,0.283497138160,0.283474553084,0.283452396621,0.283430757364,0.283409761373,0.283389422635,0.283369679631,0.283350401435,0.283331459225,0.283312740369,0.283294120431,0.283275524018,0.283256659205,0.283236950743,0.283215283145,0.283189724604,0.283157006339,0.283111399839,0.283042896638,0.282933758411,0.282752647996,0.282444333955,0.281911255538,0.280980599133,0.279344893944,0.276452344750,0.271297851699,0.262001405495,0.244878717673,0.212085435248,0.144202808815,0.000000036770,-0.000000007831
co2_emission_control,0.030000000000,0.109806244673,0.412277167352,0.656046074766,0.793554392708,0.852488786714,0.912217489657,0.972136231154,1.032421786107,1.093190987345,1.154721635958,1.199999931211,1.199999992853,1.200000000215,1.200000002954,1.200000004295,1.200000005025,1.200000005420,1.200000005618,1.200000005679,1.200000005635,1.200000005502,1.200000005287,1.200000004994,1.200000004620,1.200000004162,1.200000003610,1.200000002954,1.200000002176,1.200000001257,1.200000000169,1.199999998879,1.199999997344,1.199999995506,1.199999993290,1.199999990595,1.199999987283,1.199999983164,1.199999977991,1.199999971420,1.199999962946,1.199999951814,1.199999936848,1.199999916163,1.199999886522,1.199999841831,1.199999769636,1.199999641192,1.199999375101,1.199998642693,1.199993935814,1.179236283193,1.153802710750,1.136372696185,1.123024312042,1.112690927750,1.106133607461,1.104456753990,1.103059675229,1.101144109930,1.098452500286,1.095394393228,1.092431403499,1.090175816066,1.087843833607,1.085281081262,1.082322396257,1.078909618113,1.075360402581,1.071756377751,1.069086490903,1.066198308335,1.062390859992,1.057745954098,1.052808123497,1.048474804342,1.045245643441,1.043069968753,1.041441875486,1.038613148192,1.034213410065,1.028246241486,1.022030713798,1.016793952999,1.012481636799,1.008854752736,1.004240065239,0.998527465188,0.992635944458,0.986735984324,0.981104349165,0.976454677265,0.971953759454,0.966993332902,0.958549404180,0.946396571436,0.928596167056,0.900081273149,0.842412405223,0.700168164983,0.022835417055
ch4_emission_control,0.029859,0.107935,0.386707,0.592884,0.702412,0.747925,0.793201,0.837775,0.881784,0.925311,0.968545,0.999830,0.999830,0.999830,0.999830,0.999830,0.999830,0.999830,0.999830,0.999830,0.999830,0.999830,0.999830,0.999830,0.999830,0.999830,0.999830,0.999830,0.999830,0.999830,0.999830,0.999830,0.999830,0.999830,0.999830,0.999830,0.999830,0.999830,0.999830,0.999830,0.999830,0.999830,0.999830,0.999830,0.999830,0.999830,0.999830,0.999830,0.999830,0.999829,0.999826,0.985539,0.967906,0.955740,0.946378,0.939103,0.934475,0.933289,0.932302,0.930946,0.929041,0.926874,0.924772,0.923171,0.921514,0.919692,0.917587,0.915156,0.912626,0.910053,0.908145,0.906080,0.903354,0.900024,0.896479,0.893363,0.891039,0.889471,0.888298,0.886257,0.883079,0.878763,0.874258,0.870456,0.867320,0.864679,0.861315,0.857144,0.852834,0.848510,0.844375,0.840956,0.837641,0.833982,0.827741,0.818730,0.805469,0.784070,0.740203,0.628545,0.022754
carbon_price,2.012596,15.644820,126.670293,259.699721,343.323770,375.394278,407.894468,440.309856,472.684185,505.030839,537.492652,557.318444,543.385528,529.800895,516.555874,503.641978,491.050929,478.774656,466.805290,455.135158,443.756779,432.662859,421.846288,411.300130,401.017627,390.992186,381.217381,371.686946,362.394772,353.334902,344.501529,335.888991,327.491765,319.304470,311.321858,303.538810,295.950338,288.551578,281.337787,274.304340,267.446728,260.760556,254.241537,247.885492,241.688345,235.646123,229.754947,224.011035,218.410682,212.950207,207.625149,196.860881,185.358793,176.376445,168.746429,162.112248,156.571715,152.287315,148.179735,144.074019,139.923185,135.817918,131.849821,128.129151,124.498632,120.928950,117.391853,113.880154,110.449314,107.111203,104.017482,100.979028,97.892617,94.778500,91.719782,88.838592,86.191188,83.756709,81.458943,79.077592,76.578739,73.976192,71.430467,69.074622,66.891334,64.845651,62.762424,60.637359,58.564288,56.558129,54.641476,52.872039,51.170575,49.484538,47.575106,45.448362,42.986176,39.871371,34.966699,25.359660,0.103419
capital,223.000000,305.376768,385.089969,465.149052,545.860434,630.207928,723.540611,825.728176,936.749150,1056.945788,1185.953796,1322.570933,1467.668772,1627.706829,1801.063031,1986.643105,2183.894224,2392.879569,2613.493681,2846.312384,3091.310811,3348.373621,3617.443116,3898.540296,4191.674869,4496.779313,4813.766161,5142.543025,5483.008364,5835.008378,6198.393123,6573.070161,6958.922380,7355.745310,7763.328868,8181.448661,8609.884248,9048.383866,9496.651833,9954.507484,10421.633942,10897.681424,11382.242516,11874.919181,12375.318926,12883.030869,13397.617649,13918.671951,14445.793523,14978.538296,15516.405349,16058.801017,16606.165320,17157.914036,17713.129172,18271.343518,18832.196147,19395.304071,19960.231052,20526.633547,21094.200285,21662.608619,22231.518362,22800.576460,23369.420536,23937.706841,24505.105248,25071.295896,25635.968803,26198.819388,26759.551881,27317.869067,27873.496090,28426.179021,28975.673933,29521.741901,30064.146629,30602.658053,31137.056054,31667.131220,32192.689190,32713.535496,33229.461898,33740.222121,34245.501229,34744.866396,35237.666793,35722.858421,36198.676231,36662.056968,37107.621405,37525.850264,37899.809869,38199.245932,38369.782231,38312.767535,37846.254464,36624.667129,33955.346473,28300.349777,16711.075544
gross_output,105.177422,130.362566,156.443086,184.081945,213.435137,244.917768,279.192858,316.275518,356.193857,399.017430,444.735227,493.243251,544.670261,599.760002,658.348237,720.331309,785.666058,854.375049,926.460127,1001.992408,1080.975004,1163.398086,1249.254236,1338.540170,1431.247100,1527.353925,1626.833148,1729.652383,1835.773922,1945.150455,2057.730821,2173.465399,2292.297982,2414.159796,2538.977829,2666.674167,2797.167981,2930.372299,3066.193047,3204.544687,3345.326091,3488.430894,3633.745398,3781.155287,3930.545483,4081.798098,4234.791916,4389.408004,4545.527723,4703.028154,4861.781118,5021.650071,5182.595835,5344.483547,5507.148165,5670.467959,5834.332244,5998.629537,6163.244818,6328.073195,6493.014366,6657.968682,6822.836682,6987.519620,7151.919873,7315.943577,7479.500205,7642.502311,7804.865515,7966.508128,8127.351480,8287.318997,8446.338377,8604.341449,8761.263167,8917.041149,9071.615440,9224.928820,9376.927114,9527.559228,9676.777503,9824.536314,9970.790794,10115.494625,10258.597249,10400.039429,10539.744254,10677.601439,10813.437980,10946.966507,11077.694096,11204.758316,11326.631058,11440.578029,11541.649688,11620.730342,11660.528449,11626.476719,11442.441251,10905.395380,9371.131784
growth,0.000000,4.789078,4.001228,3.533407,3.189144,2.950089,2.798906,2.656419,2.524276,2.404509,2.291519,2.181434,2.085260,2.022866,1.953723,1.882987,1.814019,1.749064,1.687434,1.630557,1.576511,1.524977,1.475955,1.429428,1.385195,1.342980,1.302635,1.264042,1.227085,1.191612,1.157549,1.124876,1.093485,1.063228,1.034049,1.005888,0.978701,0.952423,0.926986,0.902433,0.878636,0.855551,0.833122,0.811339,0.790183,0.769627,0.749639,0.730218,0.711347,0.692991,0.675110,0.657656,0.641007,0.624736,0.608720,0.593119,0.577957,0.563209,0.548843,0.534875,0.521300,0.508098,0.495250,0.482740,0.470554,0.458684,0.447124,0.435864,0.424895,0.414210,0.403799,0.393652,0.383766,0.374134,0.364750,0.355606,0.346694,0.338007,0.329538,0.321282,0.313235,0.305388,0.297733,0.290255,0.282937,0.275753,0.268662,0.261595,0.254433,0.246968,0.238838,0.229406,0.217537,0.201202,0.176690,0.137035,0.068495,-0.058405,-0.316580,-0.938691,-2.813770
land_co2_emissions,2.600000,2.301000,2.036385,1.802201,1.594948,1.411529,1.249203,1.105545,0.978407,0.865890,0.766313,0.678187,0.600195,0.531173,0.470088,0.416028,0.368185,0.325843,0.288371,0.255209,0.225860,0.199886,0.176899,0.156556,0.138552,0.122618,0.108517,0.096038,0.084993,0.075219,0.066569,0.058913,0.052138,0.046143,0.040836,0.036140,0.031984,0.028306,0.025051,0.022170,0.019620,0.017364,0.015367,0.013600,0.012036,0.010652,0.009427,0.008343,0.007383,0.006534,0.005783,0.005118,0.004529,0.004008,0.003547,0.003139,0.002778,0.002459,0.002176,0.001926,0.001704,0.001508,0.001335,0.001181,0.001046,0.000925,0.000819,0.000725,0.000641,0.000568,0.000502,0.000445,0.000393,0.000348,0.000308,0.000273,0.000241,0.000214,0.000189,0.000167,0.000148,0.000131,0.000116,0.000103,0.000091,0.000080,0.000071,0.000063,0.000056,0.000049,0.000044,0.000039,0.000034,0.000030,0.000027,0.000024,0.000021,0.000019,0.000016,0.000015,0.000013
industrial_co2_emissions,35.740385,37.678710,27.678710,17.678710,11.415526,8.687948,5.472593,1.827914,-2.225887,-6.662452,-11.464829,-15.290093,-15.712438,-16.106610,-16.464711,-16.782508,-17.058556,-17.293596,-17.488317,-17.644994,-17.764748,-17.848751,-17.898450,-17.915519,-17.901669,-17.858555,-17.787849,-17.691244,-17.570434,-17.427060,-17.262763,-17.079209,-16.878005,-16.660657,-16.428633,-16.183353,-15.926197,-15.658479,-15.381442,-15.096335,-14.804287,-14.506362,-14.203554,-13.896818,-13.587059,-13.275129,-12.961820,-12.647885,-12.334027,-12.020871,-11.708802,-10.215754,-8.529733,-7.355479,-6.450245,-5.740812,-5.251003,-5.017006,-4.803264,-4.572529,-4.315656,-4.053128,-3.805258,-3.595904,-3.391915,-3.187648,-2.977788,-2.761491,-2.550821,-2.348610,-2.186013,-2.024493,-1.843766,-1.648663,-1.456302,-1.291000,-1.163510,-1.069249,-0.993085,-0.893019,-0.763553,-0.608226,-0.457657,-0.336528,-0.241241,-0.165052,-0.076214,0.025522,0.123052,0.213661,0.293374,0.352270,0.404211,0.457984,0.553187,0.686871,0.875725,1.165746,1.726763,2.988791,7.991374
co2_emissions,38.340385,39.979710,29.715095,19.480911,13.010474,10.099477,6.721796,2.933459,-1.247481,-5.796562,-10.698516,-14.611906,-15.112243,-15.575437,-15.994623,-16.366480,-16.690371,-16.967753,-17.199946,-17.389785,-17.538888,-17.648865,-17.721551,-17.758963,-17.763117,-17.735937,-17.679332,-17.595207,-17.485441,-17.351841,-17.196194,-17.020295,-16.825867,-16.614514,-16.387797,-16.147213,-15.894213,-15.630173,-15.356391,-15.074165,-14.784667,-14.488998,-14.188187,-13.883218,-13.575023,-13.264477,-12.952393,-12.639542,-12.326643,-12.014337,-11.703019,-10.210636,-8.525204,-7.351471,-6.446697,-5.737673,-5.248225,-5.014547,-4.801088,-4.570603,-4.313952,-4.051619,-3.803923,-3.594722,-3.390870,-3.186723,-2.976969,-2.760766,-2.550179,-2.348042,-2.185511,-2.024049,-1.843372,-1.648315,-1.455994,-1.290728,-1.163269,-1.069036,-0.992896,-0.892851,-0.763405,-0.608094,-0.457541,-0.336426,-0.241150,-0.164971,-0.076143,0.025585,0.123108,0.213710,0.293417,0.352309,0.404245,0.458015,0.553214,0.686895,0.875746,1.165765,1.726780,2.988806,7.991387
